sales_id,store_id,sku_id,week,units_sold,price,revenue,promo_active,expected_units
74,1001,KEL005,2024-05-19,5,5.49,27.45,False,4.79
75,1001,KEL005,2024-05-26,4,5.49,21.96,False,4.79
76,1001,KEL005,2024-06-02,4,5.49,21.96,False,4.79
77,1001,KEL005,2024-06-09,4,5.49,21.96,False,4.79
78,1001,KEL005,2024-06-16,5,5.49,27.45,False,4.79
79,1001,KEL005,2024-06-23,5,5.49,27.45,False,4.79
80,1001,KEL005,2024-06-30,5,5.49,27.45,False,4.79
81,1001,KEL006,2024-03-17,4,5.99,23.96,True,5.0
82,1001,KEL006,2024-03-24,5,5.99,29.95,True,5.0
83,1001,KEL006,2024-03-31,4,5.99,23.96,True,5.0
84,1001,KEL006,2024-04-07,4,5.99,23.96,False,4.54
85,1001,KEL006,2024-04-14,4,5.99,23.96,False,4.54
86,1001,KEL006,2024-04-21,4,5.99,23.96,False,4.54
87,1001,KEL006,2024-04-28,5,5.99,29.95,False,4.54
88,1001,KEL006,2024-05-05,4,5.99,23.96,False,4.54
89,1001,KEL006,2024-05-12,4,5.99,23.96,False,4.54
90,1001,KEL006,2024-05-19,3,5.99,17.97,False,4.54
91,1001,KEL006,2024-05-26,4,5.99,23.96,False,4.54
92,1001,KEL006,2024-06-02,4,5.99,23.96,False,4.54
93,1001,KEL006,2024-06-09,4,5.99,23.96,False,4.54
94,1001,KEL006,2024-06-16,4,5.99,23.96,False,4.54
95,1001,KEL006,2024-06-23,4,5.99,23.96,False,4.54
96,1001,KEL006,2024-06-30,5,5.99,29.95,False,4.54
97,1001,KEL007,2024-03-17,3,6.49,19.47,False,4.33
98,1001,KEL007,2024-03-24,4,6.49,25.96,False,4.33
99,1001,KEL007,2024-03-31,4,6.49,25.96,False,4.33
100,1001,KEL007,2024-04-07,4,6.49,25.96,False,4.33
101,1001,KEL007,2024-04-14,4,6.49,25.96,False,4.33
102,1001,KEL007,2024-04-21,4,6.49,25.96,False,4.33
103,1001,KEL007,2024-04-28,4,6.49,25.96,False,4.33
104,1001,KEL007,2024-05-05,4,6.49,25.96,False,4.33
105,1001,KEL007,2024-05-12,4,6.49,25.96,False,4.33
106,1001,KEL007,2024-05-19,4,6.49,25.96,False,4.33
107,1001,KEL007,2024-05-26,4,6.49,25.96,False,4.33
108,1001,KEL007,2024-06-02,4,6.49,25.96,False,4.33
109,1001,KEL007,2024-06-09,4,6.49,25.96,False,4.33
110,1001,KEL007,2024-06-16,3,6.49,19.47,False,4.33
111,1001,KEL007,2024-06-23,4,6.49,25.96,False,4.33
112,1001,KEL007,2024-06-30,5,6.49,32.45,False,4.33
113,1001,KEL008,2024-03-17,0,5.99,0.0,False,4.54
114,1001,KEL008,2024-03-24,0,5.99,0.0,False,4.54
115,1001,KEL008,2024-03-31,0,5.99,0.0,False,4.54
116,1001,KEL008,2024-04-07,0,5.99,0.0,False,4.54
117,1001,KEL008,2024-04-14,0,5.99,0.0,False,4.54
118,1001,KEL008,2024-04-21,0,5.99,0.0,False,4.54
119,1001,KEL008,2024-04-28,0,5.99,0.0,False,4.54
120,1001,KEL008,2024-05-05,0,5.99,0.0,False,4.54
121,1001,KEL008,2024-05-12,0,5.99,0.0,False,4.54
122,1001,KEL008,2024-05-19,0,5.99,0.0,False,4.54
123,1001,KEL008,2024-05-26,0,5.99,0.0,False,4.54
124,1001,KEL008,2024-06-02,0,5.99,0.0,False,4.54
125,1001,KEL008,2024-06-09,0,5.99,0.0,False,4.54
126,1001,KEL008,2024-06-16,0,5.99,0.0,False,4.54
127,1001,KEL008,2024-06-23,0,5.99,0.0,False,4.54
128,1001,KEL008,2024-06-30,0,5.99,0.0,False,4.54
129,1001,KEL009,2024-03-17,5,4.99,24.95,False,5.07
130,1001,KEL009,2024-03-24,5,4.99,24.95,False,5.07
131,1001,KEL009,2024-03-31,5,4.99,24.95,False,5.07
132,1001,KEL009,2024-04-07,4,4.99,19.96,False,5.07
133,1001,KEL009,2024-04-14,5,4.99,24.95,False,5.07
134,1001,KEL009,2024-04-21,5,4.99,24.95,False,5.07
135,1001,KEL009,2024-04-28,5,4.99,24.95,False,5.07
136,1001,KEL009,2024-05-05,5,4.99,24.95,False,5.07
137,1001,KEL009,2024-05-12,5,4.99,24.95,False,5.07
138,1001,KEL009,2024-05-19,4,4.99,19.96,False,5.07
139,1001,KEL009,2024-05-26,5,4.99,24.95,False,5.07
140,1001,KEL009,2024-06-02,4,4.99,19.96,False,4.31
141,1001,KEL009,2024-06-09,4,4.99,19.96,False,4.31
142,1001,KEL009,2024-06-16,4,4.99,19.96,False,4.31
143,1001,KEL009,2024-06-23,5,4.99,24.95,False,4.31
144,1001,KEL009,2024-06-30,4,4.99,19.96,False,4.31
145,1001,KEL010,2024-03-17,5,4.49,22.45,False,5.4
146,1001,KEL010,2024-03-24,5,4.49,22.45,False,5.4
147,1001,KEL010,2024-03-31,6,4.49,26.94,False,5.4
148,1001,KEL010,2024-04-07,6,4.49,26.94,False,5.4
149,1001,KEL010,2024-04-14,5,4.49,22.45,False,5.4
150,1001,KEL010,2024-04-21,5,4.49,22.45,False,5.4
151,1001,KEL010,2024-04-28,5,4.49,22.45,False,5.4
152,1001,KEL010,2024-05-05,5,4.49,22.45,False,5.4
153,1001,KEL010,2024-05-12,5,4.49,22.45,False,5.4
154,1001,KEL010,2024-05-19,6,4.49,26.94,False,5.4
155,1001,KEL010,2024-05-26,5,4.49,22.45,False,5.4
156,1001,KEL010,2024-06-02,4,4.49,17.96,False,4.59
157,1001,KEL010,2024-06-09,7,4.49,31.43,True,7.34
158,1001,KEL010,2024-06-16,6,4.49,26.94,True,7.34
159,1001,KEL010,2024-06-23,8,4.49,35.92,True,7.34
160,1001,KEL010,2024-06-30,7,4.49,31.43,True,7.34
161,1001,KEL011,2024-03-17,4,5.49,21.96,False,4.79
162,1001,KEL011,2024-03-24,5,5.49,27.45,False,4.79
163,1001,KEL011,2024-03-31,4,5.49,21.96,False,4.79
164,1001,KEL011,2024-04-07,5,5.49,27.45,False,4.79
165,1001,KEL011,2024-04-14,4,5.49,21.96,False,4.79
166,1001,KEL011,2024-04-21,4,5.49,21.96,False,4.79
167,1001,KEL011,2024-04-28,4,5.49,21.96,False,4.79
168,1001,KEL011,2024-05-05,5,5.49,27.45,False,4.79
169,1001,KEL011,2024-05-12,4,5.49,21.96,False,4.79
170,1001,KEL011,2024-05-19,4,5.49,21.96,False,4.79
171,1001,KEL011,2024-05-26,4,5.49,21.96,False,4.79
172,1001,KEL011,2024-06-02,5,5.49,27.45,True,6.1
173,1001,KEL011,2024-06-09,6,5.49,32.94,True,6.1
174,1001,KEL011,2024-06-16,5,5.49,27.45,True,6.1
175,1001,KEL011,2024-06-23,4,5.49,21.96,False,4.07
176,1001,KEL011,2024-06-30,4,5.49,21.96,False,4.07
177,1001,KEL012,2024-03-17,4,4.99,19.96,False,5.07
178,1001,KEL012,2024-03-24,5,4.99,24.95,False,5.07
179,1001,KEL012,2024-03-31,4,4.99,19.96,False,5.07
180,1001,KEL012,2024-04-07,4,4.99,19.96,False,5.07
181,1001,KEL012,2024-04-14,4,4.99,19.96,False,5.07
182,1001,KEL012,2024-04-21,4,4.99,19.96,False,5.07
183,1001,KEL012,2024-04-28,4,4.99,19.96,False,5.07
184,1001,KEL012,2024-05-05,4,4.99,19.96,False,5.07
185,1001,KEL012,2024-05-12,4,4.99,19.96,False,5.07
186,1001,KEL012,2024-05-19,7,4.99,34.93,True,7.1
187,1001,KEL012,2024-05-26,7,4.99,34.93,True,7.1
188,1001,KEL012,2024-06-02,6,4.99,29.94,True,7.1
189,1001,KEL012,2024-06-09,6,4.99,29.94,True,7.1
190,1001,KEL012,2024-06-16,6,4.99,29.94,True,7.1
191,1001,KEL012,2024-06-23,4,4.99,19.96,False,5.07
192,1001,KEL012,2024-06-30,5,4.99,24.95,False,5.07
193,1001,KEL013,2024-03-17,4,4.49,17.96,False,4.93
194,1001,KEL013,2024-03-24,5,4.49,22.45,False,4.92
195,1001,KEL013,2024-03-31,6,4.49,26.94,False,5.66
196,1001,KEL013,2024-04-07,5,4.49,22.45,False,5.33
197,1001,KEL013,2024-04-14,6,4.49,26.94,False,5.66
198,1001,KEL013,2024-04-21,6,4.49,26.94,False,5.72
199,1001,KEL013,2024-04-28,5,4.49,22.45,False,5.56
200,1001,KEL013,2024-05-05,6,4.49,26.94,False,5.36
201,1001,KEL013,2024-05-12,5,4.49,22.45,False,5.39
202,1001,KEL013,2024-05-19,5,4.49,22.45,False,5.43
203,1001,KEL013,2024-05-26,6,4.49,26.94,False,5.7
204,1001,KEL013,2024-06-02,5,4.49,22.45,False,5.08
205,1001,KEL013,2024-06-09,5,4.49,22.45,False,4.91
206,1001,KEL013,2024-06-16,6,4.49,26.94,False,5.24
207,1001,KEL013,2024-06-23,6,4.49,26.94,False,5.15
208,1001,KEL013,2024-06-30,6,4.49,26.94,False,5.81
209,1001,KEL014,2024-03-17,5,4.49,22.45,False,5.17
210,1001,KEL014,2024-03-24,4,4.49,17.96,False,5.01
211,1001,KEL014,2024-03-31,5,4.49,22.45,False,5.6
212,1001,KEL014,2024-04-07,4,4.49,17.96,False,5.06
213,1001,KEL014,2024-04-14,5,4.49,22.45,False,5.21
214,1001,KEL014,2024-04-21,4,4.49,17.96,False,5.08
215,1001,KEL014,2024-04-28,4,4.49,17.96,False,5.24
216,1001,KEL014,2024-05-05,4,4.49,17.96,False,5.0
217,1001,KEL014,2024-05-12,5,4.49,22.45,False,5.19
218,1001,KEL014,2024-05-19,5,4.49,22.45,False,5.51
219,1001,KEL014,2024-05-26,5,4.49,22.45,False,4.94
220,1001,KEL014,2024-06-02,4,4.49,17.96,False,5.17
221,1001,KEL014,2024-06-09,5,4.49,22.45,False,5.87
222,1001,KEL014,2024-06-16,5,4.49,22.45,False,5.11
223,1001,KEL014,2024-06-23,5,4.49,22.45,False,5.25
224,1001,KEL014,2024-06-30,6,4.49,26.94,False,5.46
225,1001,KEL015,2024-03-17,6,4.49,26.94,False,5.78
226,1001,KEL015,2024-03-24,5,4.49,22.45,False,5.81
227,1001,KEL015,2024-03-31,5,4.49,22.45,False,5.55
228,1001,KEL015,2024-04-07,6,4.49,26.94,False,5.93
229,1001,KEL015,2024-04-14,6,4.49,26.94,False,5.78
230,1001,KEL015,2024-04-21,5,4.49,22.45,False,5.48
231,1001,KEL015,2024-04-28,6,4.49,26.94,False,5.81
232,1001,KEL015,2024-05-05,5,4.49,22.45,False,5.11
233,1001,KEL015,2024-05-12,9,4.49,40.41,True,9.34
234,1001,KEL015,2024-05-19,9,4.49,40.41,True,8.58
235,1001,KEL015,2024-05-26,9,4.49,40.41,True,8.67
236,1001,KEL015,2024-06-02,8,4.49,35.92,True,8.29
237,1001,KEL015,2024-06-09,9,4.49,40.41,True,8.72
238,1001,KEL015,2024-06-16,5,4.49,22.45,False,5.22
239,1001,KEL015,2024-06-23,6,4.49,26.94,False,5.79
240,1001,KEL015,2024-06-30,6,4.49,26.94,False,5.23
241,1001,KEL016,2024-03-17,4,4.49,17.96,False,4.91
242,1001,KEL016,2024-03-24,6,4.49,26.94,False,5.9
243,1001,KEL016,2024-03-31,6,4.49,26.94,False,5.89
244,1001,KEL016,2024-04-07,6,4.49,26.94,False,5.31
245,1001,KEL016,2024-04-14,4,4.49,17.96,False,4.9
246,1001,KEL016,2024-04-21,5,4.49,22.45,False,5.38
247,1001,KEL016,2024-04-28,5,4.49,22.45,False,5.09
248,1001,KEL016,2024-05-05,5,4.49,22.45,False,5.06
249,1001,KEL016,2024-05-12,5,4.49,22.45,False,5.07
250,1001,KEL016,2024-05-19,6,4.49,26.94,False,5.42
251,1001,KEL016,2024-05-26,5,4.49,22.45,False,4.92
252,1001,KEL016,2024-06-02,6,4.49,26.94,False,5.9
253,1001,KEL016,2024-06-09,5,4.49,22.45,False,5.31
254,1001,KEL016,2024-06-16,4,4.49,17.96,False,5.02
255,1001,KEL016,2024-06-23,5,4.49,22.45,False,5.03
256,1001,KEL016,2024-06-30,7,4.49,31.43,False,5.86
257,1001,KEL017,2024-03-17,4,6.99,27.96,False,3.82
258,1001,KEL017,2024-03-24,3,6.99,20.97,False,4.11
259,1001,KEL017,2024-03-31,3,6.99,20.97,False,3.98
260,1001,KEL017,2024-04-07,4,6.99,27.96,False,4.49
261,1001,KEL017,2024-04-14,4,6.99,27.96,False,4.39
262,1001,KEL017,2024-04-21,4,6.99,27.96,False,4.4
263,1001,KEL017,2024-04-28,3,6.99,20.97,False,4.09
264,1001,KEL017,2024-05-05,4,6.99,27.96,False,4.52
265,1001,KEL017,2024-05-12,3,6.99,20.97,False,3.78
266,1001,KEL017,2024-05-19,3,6.99,20.97,False,3.98
267,1001,KEL017,2024-05-26,3,6.99,20.97,False,3.96
268,1001,KEL017,2024-06-02,3,6.99,20.97,False,3.89
269,1001,KEL017,2024-06-09,3,6.99,20.97,False,4.17
270,1001,KEL017,2024-06-16,3,6.99,20.97,False,3.93
271,1001,KEL017,2024-06-23,4,6.99,27.96,False,4.31
272,1001,KEL017,2024-06-30,3,6.99,20.97,False,3.97
273,1001,KEL018,2024-03-17,0,2.99,0.0,False,6.89
274,1001,KEL018,2024-03-24,0,2.99,0.0,False,6.89
275,1001,KEL018,2024-03-31,0,2.99,0.0,False,6.89
276,1001,KEL018,2024-04-07,0,2.99,0.0,False,6.89
277,1001,KEL018,2024-04-14,0,2.99,0.0,False,6.89
278,1001,KEL018,2024-04-21,0,2.99,0.0,False,6.89
279,1001,KEL018,2024-04-28,0,2.99,0.0,False,6.89
280,1001,KEL018,2024-05-05,0,2.99,0.0,False,6.89
281,1001,KEL018,2024-05-12,0,2.99,0.0,False,6.89
282,1001,KEL018,2024-05-19,0,2.99,0.0,False,6.89
283,1001,KEL018,2024-05-26,0,2.99,0.0,False,6.89
284,1001,KEL018,2024-06-02,0,2.99,0.0,False,5.86
285,1001,KEL018,2024-06-09,0,2.99,0.0,False,5.86
286,1001,KEL018,2024-06-16,0,2.99,0.0,False,5.86
287,1001,KEL018,2024-06-23,0,2.99,0.0,False,5.86
288,1001,KEL018,2024-06-30,0,2.99,0.0,False,5.86
289,1001,KEL019,2024-03-17,6,2.49,14.94,False,7.69
290,1001,KEL019,2024-03-24,7,2.49,17.43,False,7.69
291,1001,KEL019,2024-03-31,6,2.49,14.94,False,7.69
292,1001,KEL019,2024-04-07,6,2.49,14.94,False,7.69
293,1001,KEL019,2024-04-14,6,2.49,14.94,False,7.69
294,1001,KEL019,2024-04-21,7,2.49,17.43,False,7.69
295,1001,KEL019,2024-04-28,6,2.49,14.94,False,7.69
296,1001,KEL019,2024-05-05,7,2.49,17.43,False,7.69
297,1001,KEL019,2024-05-12,6,2.49,14.94,False,7.69
298,1001,KEL019,2024-05-19,7,2.49,17.43,False,7.69
299,1001,KEL019,2024-05-26,6,2.49,14.94,False,7.69
300,1001,KEL019,2024-06-02,6,2.49,14.94,False,7.69
301,1001,KEL019,2024-06-09,8,2.49,19.92,False,7.69
302,1001,KEL019,2024-06-16,7,2.49,17.43,False,7.69
303,1001,KEL019,2024-06-23,7,2.49,17.43,False,7.69
304,1001,KEL019,2024-06-30,9,2.49,22.41,False,7.69
305,1001,KEL020,2024-03-17,0,6.99,0.0,False,3.45
306,1001,KEL020,2024-03-24,0,6.99,0.0,False,3.45
307,1001,KEL020,2024-03-31,0,6.99,0.0,False,3.45
308,1001,KEL020,2024-04-07,0,6.99,0.0,False,3.45
309,1001,KEL020,2024-04-14,0,6.99,0.0,False,3.45
310,1001,KEL020,2024-04-21,0,6.99,0.0,False,3.45
311,1001,KEL020,2024-04-28,0,6.99,0.0,False,3.45
312,1001,KEL020,2024-05-05,0,6.99,0.0,False,3.45
313,1001,KEL020,2024-05-12,0,6.99,0.0,False,3.45
314,1001,KEL020,2024-05-19,0,6.99,0.0,False,3.45
315,1001,KEL020,2024-05-26,0,6.99,0.0,False,3.45
316,1001,KEL020,2024-06-02,0,6.99,0.0,False,3.45
317,1001,KEL020,2024-06-09,0,6.99,0.0,False,3.45
318,1001,KEL020,2024-06-16,0,6.99,0.0,False,3.45
319,1001,KEL020,2024-06-23,0,6.99,0.0,False,3.45
320,1001,KEL020,2024-06-30,0,6.99,0.0,False,3.45
321,1002,KEL001,2024-03-17,0,5.49,0.0,False,6.89
322,1002,KEL001,2024-03-24,0,5.49,0.0,False,6.89
323,1002,KEL001,2024-03-31,0,5.49,0.0,False,6.89
324,1002,KEL001,2024-04-07,0,5.49,0.0,False,6.89
325,1002,KEL001,2024-04-14,0,5.49,0.0,False,6.89
326,1002,KEL001,2024-04-21,0,5.49,0.0,False,6.89
327,1002,KEL001,2024-04-28,0,5.49,0.0,False,6.89
328,1002,KEL001,2024-05-05,0,5.49,0.0,False,6.89
329,1002,KEL001,2024-05-12,0,5.49,0.0,True,8.95
330,1002,KEL001,2024-05-19,0,5.49,0.0,True,8.95
331,1002,KEL001,2024-05-26,0,5.49,0.0,True,8.95
332,1002,KEL001,2024-06-02,0,5.49,0.0,True,8.95
333,1002,KEL001,2024-06-09,0,5.49,0.0,False,6.89
334,1002,KEL001,2024-06-16,0,5.49,0.0,False,6.89
335,1002,KEL001,2024-06-23,0,5.49,0.0,False,6.89
336,1002,KEL001,2024-06-30,0,5.49,0.0,False,6.89
337,1002,KEL002,2024-03-17,6,5.99,35.94,False,6.53
338,1002,KEL002,2024-03-24,6,5.99,35.94,False,6.53
339,1002,KEL002,2024-03-31,7,5.99,41.93,False,6.53
340,1002,KEL002,2024-04-07,10,5.99,59.9,True,9.8
341,1002,KEL002,2024-04-14,10,5.99,59.9,True,9.8
342,1002,KEL002,2024-04-21,9,5.99,53.91,True,9.8
343,1002,KEL002,2024-04-28,6,5.99,35.94,False,6.53
344,1002,KEL002,2024-05-05,8,5.99,47.92,False,6.53
345,1002,KEL002,2024-05-12,7,5.99,41.93,False,6.53
346,1002,KEL002,2024-05-19,7,5.99,41.93,False,6.53
347,1002,KEL002,2024-05-26,6,5.99,35.94,False,6.53
348,1002,KEL002,2024-06-02,6,5.99,35.94,False,6.53
349,1002,KEL002,2024-06-09,5,5.99,29.95,False,6.53
350,1002,KEL002,2024-06-16,6,5.99,35.94,False,6.53
351,1002,KEL002,2024-06-23,6,5.99,35.94,False,6.53
352,1002,KEL002,2024-06-30,6,5.99,35.94,False,6.53
353,1002,KEL003,2024-03-17,0,6.49,0.0,False,6.23
354,1002,KEL003,2024-03-24,0,6.49,0.0,False,6.23
355,1002,KEL003,2024-03-31,0,6.49,0.0,False,6.23
356,1002,KEL003,2024-04-07,0,6.49,0.0,False,6.23
357,1002,KEL003,2024-04-14,0,6.49,0.0,False,6.23
358,1002,KEL003,2024-04-21,0,6.49,0.0,False,6.23
359,1002,KEL003,2024-04-28,0,6.49,0.0,False,6.23
360,1002,KEL003,2024-05-05,0,6.49,0.0,False,6.23
361,1002,KEL003,2024-05-12,0,6.49,0.0,False,6.23
362,1002,KEL003,2024-05-19,0,6.49,0.0,False,6.23
363,1002,KEL003,2024-05-26,0,6.49,0.0,False,6.23
364,1002,KEL003,2024-06-02,0,6.49,0.0,False,5.29
365,1002,KEL003,2024-06-09,0,6.49,0.0,False,5.29
366,1002,KEL003,2024-06-16,0,6.49,0.0,False,5.29
367,1002,KEL003,2024-06-23,0,6.49,0.0,False,5.29
368,1002,KEL003,2024-06-30,0,6.49,0.0,False,5.29
369,1002,KEL004,2024-03-17,8,5.99,47.92,False,7.84
370,1002,KEL004,2024-03-24,7,5.99,41.93,False,7.84
371,1002,KEL004,2024-03-31,9,5.99,53.91,False,7.84
372,1002,KEL004,2024-04-07,8,5.99,47.92,False,7.84
373,1002,KEL004,2024-04-14,8,5.99,47.92,False,7.84
374,1002,KEL004,2024-04-21,8,5.99,47.92,False,7.84
375,1002,KEL004,2024-04-28,6,5.99,35.94,False,7.84
376,1002,KEL004,2024-05-05,10,5.99,59.9,False,7.84
377,1002,KEL004,2024-05-12,10,5.99,59.9,False,7.84
378,1002,KEL004,2024-05-19,10,5.99,59.9,False,7.84
379,1002,KEL004,2024-05-26,7,5.99,41.93,False,7.84
380,1002,KEL004,2024-06-02,7,5.99,41.93,False,7.84
381,1002,KEL004,2024-06-09,7,5.99,41.93,False,7.84
382,1002,KEL004,2024-06-16,8,5.99,47.92,False,7.84
383,1002,KEL004,2024-06-23,7,5.99,41.93,False,7.84
384,1002,KEL004,2024-06-30,7,5.99,41.93,False,7.84
385,1002,KEL005,2024-03-17,8,5.49,43.92,False,8.26
386,1002,KEL005,2024-03-24,9,5.49,49.41,True,9.91
387,1002,KEL005,2024-03-31,11,5.49,60.39,True,9.91
388,1002,KEL005,2024-04-07,10,5.49,54.9,True,9.91
389,1002,KEL005,2024-04-14,12,5.49,65.88,True,9.91
390,1002,KEL005,2024-04-21,9,5.49,49.41,True,9.91
391,1002,KEL005,2024-04-28,8,5.49,43.92,False,8.26
392,1002,KEL005,2024-05-05,10,5.49,54.9,False,8.26
393,1002,KEL005,2024-05-12,11,5.49,60.39,False,8.26
394,1002,KEL005,2024-05-19,12,5.49,65.88,False,8.26
395,1002,KEL005,2024-05-26,8,5.49,43.92,False,8.26
396,1002,KEL005,2024-06-02,9,5.49,49.41,False,8.26
397,1002,KEL005,2024-06-09,8,5.49,43.92,False,8.26
398,1002,KEL005,2024-06-16,8,5.49,43.92,False,8.26
399,1002,KEL005,2024-06-23,7,5.49,38.43,False,8.26
400,1002,KEL005,2024-06-30,8,5.49,43.92,False,8.26
401,1002,KEL006,2024-03-17,6,5.99,35.94,False,7.84
402,1002,KEL006,2024-03-24,7,5.99,41.93,False,7.84
403,1002,KEL006,2024-03-31,7,5.99,41.93,False,7.84
404,1002,KEL006,2024-04-07,8,5.99,47.92,False,7.84
405,1002,KEL006,2024-04-14,8,5.99,47.92,False,7.84
406,1002,KEL006,2024-04-21,7,5.99,41.93,False,7.84
407,1002,KEL006,2024-04-28,6,5.99,35.94,False,7.84
408,1002,KEL006,2024-05-05,9,5.99,53.91,False,7.84
409,1002,KEL006,2024-05-12,8,5.99,47.92,False,7.84
410,1002,KEL006,2024-05-19,8,5.99,47.92,False,7.84
411,1002,KEL006,2024-05-26,5,5.99,29.95,False,7.84
412,1002,KEL006,2024-06-02,7,5.99,41.93,False,7.84
413,1002,KEL006,2024-06-09,7,5.99,41.93,False,7.84
414,1002,KEL006,2024-06-16,7,5.99,41.93,False,7.84
415,1002,KEL006,2024-06-23,6,5.99,35.94,False,7.84
416,1002,KEL006,2024-06-30,6,5.99,35.94,False,7.84
417,1002,KEL007,2024-03-17,4,6.49,25.96,False,6.23
418,1002,KEL007,2024-03-24,5,6.49,32.45,False,6.23
419,1002,KEL007,2024-03-31,6,6.49,38.94,False,6.23
420,1002,KEL007,2024-04-07,6,6.49,38.94,False,6.23
421,1002,KEL007,2024-04-14,6,6.49,38.94,False,6.23
422,1002,KEL007,2024-04-21,5,6.49,32.45,False,6.23
