opportunity_id,store_id,sku_id,issue_type,root_cause,opportunity_value,priority_score,detected_date
128,1004,KEL013,promotion_execution,missing_display,1.48,1.26,2024-06-30
129,1004,KEL013,event_opportunity,near_Palmerston North Rug,1.48,1.04,2024-06-30
130,1004,KEL014,event_opportunity,near_Palmerston North Rug,0.04,0.03,2024-06-30
131,1004,KEL015,shelf_compliance,low_shelf_facings,13.65,10.24,2024-06-30
132,1004,KEL015,event_opportunity,near_Palmerston North Rug,13.65,9.55,2024-06-30
133,1004,KEL016,event_opportunity,near_Palmerston North Rug,0.94,0.66,2024-06-30
134,1004,KEL017,event_opportunity,near_Palmerston North Rug,0.0,0.0,2024-06-30
135,1004,KEL018,event_opportunity,near_Palmerston North Rug,0.0,0.0,2024-06-30
136,1004,KEL019,event_opportunity,near_Palmerston North Rug,0.0,0.0,2024-06-30
137,1004,KEL020,event_opportunity,near_Palmerston North Rug,1.19,0.83,2024-06-30
138,1005,KEL001,shelf_compliance,low_shelf_facings,9.5,7.12,2024-06-30
139,1005,KEL001,promotion_execution,missing_display,9.5,8.07,2024-06-30
140,1005,KEL001,event_opportunity,near_Hamilton Garden Arts,9.5,6.65,2024-06-30
141,1005,KEL002,out_of_stock,product_oos,39.11,39.11,2024-06-30
142,1005,KEL002,event_opportunity,near_Hamilton Garden Arts,39.11,27.38,2024-06-30
143,1005,KEL003,event_opportunity,near_Hamilton Garden Arts,1.88,1.32,2024-06-30
144,1005,KEL004,event_opportunity,near_Hamilton Garden Arts,3.17,2.22,2024-06-30
145,1005,KEL005,promotion_execution,missing_display,0.0,0.0,2024-06-30
146,1005,KEL005,event_opportunity,near_Hamilton Garden Arts,0.0,0.0,2024-06-30
147,1005,KEL006,event_opportunity,near_Hamilton Garden Arts,3.17,2.22,2024-06-30
148,1005,KEL007,event_opportunity,near_Hamilton Garden Arts,1.43,1.0,2024-06-30
149,1005,KEL008,event_opportunity,near_Hamilton Garden Arts,3.17,2.22,2024-06-30
150,1005,KEL009,shelf_compliance,low_shelf_facings,5.79,4.34,2024-06-30
151,1005,KEL009,promotion_execution,missing_display,5.79,4.92,2024-06-30
152,1005,KEL009,event_opportunity,near_Hamilton Garden Arts,5.79,4.05,2024-06-30
153,1005,KEL010,out_of_stock,product_oos,24.7,24.7,2024-06-30
154,1005,KEL010,shelf_compliance,low_shelf_facings,24.7,18.52,2024-06-30
155,1005,KEL010,promotion_execution,missing_display,24.7,20.99,2024-06-30
156,1005,KEL010,event_opportunity,near_Hamilton Garden Arts,24.7,17.29,2024-06-30
157,1005,KEL011,event_opportunity,near_Hamilton Garden Arts,4.67,3.27,2024-06-30
158,1005,KEL012,promotion_execution,missing_display,5.34,4.54,2024-06-30
159,1005,KEL012,event_opportunity,near_Hamilton Garden Arts,5.34,3.74,2024-06-30
160,1005,KEL013,event_opportunity,near_Hamilton Garden Arts,0.0,0.0,2024-06-30
161,1005,KEL014,out_of_stock,product_oos,31.79,31.79,2024-06-30
162,1005,KEL014,shelf_compliance,low_shelf_facings,31.79,23.84,2024-06-30
163,1005,KEL014,event_opportunity,near_Hamilton Garden Arts,31.79,22.25,2024-06-30
164,1005,KEL015,event_opportunity,near_Hamilton Garden Arts,5.79,4.05,2024-06-30
165,1005,KEL016,event_opportunity,near_Hamilton Garden Arts,0.0,0.0,2024-06-30
166,1005,KEL017,shelf_compliance,low_shelf_facings,10.69,8.02,2024-06-30
167,1005,KEL017,promotion_execution,missing_display,10.69,9.09,2024-06-30
168,1005,KEL017,event_opportunity,near_Hamilton Garden Arts,10.69,7.48,2024-06-30
169,1005,KEL018,event_opportunity,near_Hamilton Garden Arts,1.26,0.88,2024-06-30
170,1005,KEL019,shelf_compliance,low_shelf_facings,7.99,5.99,2024-06-30
171,1005,KEL019,promotion_execution,missing_display,7.99,6.79,2024-06-30
172,1005,KEL019,event_opportunity,near_Hamilton Garden Arts,7.99,5.59,2024-06-30
173,1005,KEL020,event_opportunity,near_Hamilton Garden Arts,6.64,4.65,2024-06-30
174,1006,KEL001,event_opportunity,near_ASB Classic Tennis A,12.08,8.46,2024-06-30
175,1006,KEL002,shelf_compliance,low_shelf_facings,3.77,2.83,2024-06-30
176,1006,KEL002,event_opportunity,near_ASB Classic Tennis A,3.77,2.64,2024-06-30
177,1006,KEL003,out_of_stock,product_oos,55.88,55.88,2024-06-30
178,1006,KEL003,event_opportunity,near_ASB Classic Tennis A,55.88,39.12,2024-06-30
179,1006,KEL004,event_opportunity,near_ASB Classic Tennis A,3.77,2.64,2024-06-30
180,1006,KEL005,event_opportunity,near_ASB Classic Tennis A,6.59,4.61,2024-06-30
181,1006,KEL006,shelf_compliance,low_shelf_facings,11.14,8.36,2024-06-30
182,1006,KEL006,promotion_execution,missing_display,11.14,9.47,2024-06-30
183,1006,KEL006,event_opportunity,near_ASB Classic Tennis A,11.14,7.8,2024-06-30
184,1006,KEL007,promotion_execution,missing_display,9.35,7.95,2024-06-30
185,1006,KEL007,event_opportunity,near_ASB Classic Tennis A,9.35,6.54,2024-06-30
186,1006,KEL008,event_opportunity,near_ASB Classic Tennis A,4.55,3.18,2024-06-30
187,1006,KEL009,event_opportunity,near_ASB Classic Tennis A,5.39,3.77,2024-06-30
188,1006,KEL010,event_opportunity,near_ASB Classic Tennis A,0.0,0.0,2024-06-30
189,1006,KEL011,event_opportunity,near_ASB Classic Tennis A,2.85,1.99,2024-06-30
190,1006,KEL012,event_opportunity,near_ASB Classic Tennis A,9.28,6.5,2024-06-30
191,1006,KEL013,promotion_execution,missing_display,6.82,5.8,2024-06-30
192,1006,KEL013,event_opportunity,near_ASB Classic Tennis A,6.82,4.77,2024-06-30
193,1006,KEL014,promotion_execution,missing_display,6.74,5.73,2024-06-30
194,1006,KEL014,event_opportunity,near_ASB Classic Tennis A,6.74,4.72,2024-06-30
195,1006,KEL015,promotion_execution,missing_display,10.46,8.89,2024-06-30
196,1006,KEL015,event_opportunity,near_ASB Classic Tennis A,10.46,7.32,2024-06-30
197,1006,KEL016,event_opportunity,near_ASB Classic Tennis A,13.11,9.18,2024-06-30
198,1006,KEL017,event_opportunity,near_ASB Classic Tennis A,4.12,2.88,2024-06-30
199,1006,KEL018,event_opportunity,near_ASB Classic Tennis A,2.12,1.48,2024-06-30
200,1006,KEL019,event_opportunity,near_ASB Classic Tennis A,4.98,3.49,2024-06-30
201,1006,KEL020,out_of_stock,product_oos,56.48,56.48,2024-06-30
202,1006,KEL020,promotion_execution,missing_display,56.48,48.01,2024-06-30
203,1006,KEL020,event_opportunity,near_ASB Classic Tennis A,56.48,39.54,2024-06-30
204,1007,KEL001,event_opportunity,near_Hamilton Garden Arts,1.65,1.15,2024-06-30
205,1007,KEL002,event_opportunity,near_Hamilton Garden Arts,0.18,0.13,2024-06-30
206,1007,KEL003,shelf_compliance,low_shelf_facings,2.53,1.9,2024-06-30
207,1007,KEL003,promotion_execution,missing_display,2.53,2.15,2024-06-30
208,1007,KEL003,event_opportunity,near_Hamilton Garden Arts,2.53,1.77,2024-06-30
209,1007,KEL004,event_opportunity,near_Hamilton Garden Arts,6.17,4.32,2024-06-30
210,1007,KEL005,event_opportunity,near_Hamilton Garden Arts,7.14,5.0,2024-06-30
211,1007,KEL006,shelf_compliance,low_shelf_facings,9.16,6.87,2024-06-30
212,1007,KEL006,event_opportunity,near_Hamilton Garden Arts,9.16,6.41,2024-06-30
213,1007,KEL007,event_opportunity,near_Hamilton Garden Arts,0.0,0.0,2024-06-30
214,1007,KEL008,event_opportunity,near_Hamilton Garden Arts,6.17,4.32,2024-06-30
215,1007,KEL009,event_opportunity,near_Hamilton Garden Arts,0.0,0.0,2024-06-30
216,1007,KEL010,shelf_compliance,low_shelf_facings,5.52,4.14,2024-06-30
217,1007,KEL010,promotion_execution,missing_display,5.52,4.69,2024-06-30
218,1007,KEL010,event_opportunity,near_Hamilton Garden Arts,5.52,3.86,2024-06-30
219,1007,KEL011,shelf_compliance,low_shelf_facings,2.75,2.06,2024-06-30
220,1007,KEL011,event_opportunity,near_Hamilton Garden Arts,2.75,1.92,2024-06-30
221,1007,KEL012,event_opportunity,near_Hamilton Garden Arts,3.04,2.13,2024-06-30
222,1007,KEL013,event_opportunity,near_Hamilton Garden Arts,2.29,1.6,2024-06-30
223,1007,KEL014,event_opportunity,near_Hamilton Garden Arts,0.58,0.41,2024-06-30
224,1007,KEL015,out_of_stock,product_oos,28.87,28.87,2024-06-30
225,1007,KEL015,event_opportunity,near_Hamilton Garden Arts,28.87,20.21,2024-06-30
226,1007,KEL016,event_opportunity,near_Hamilton Garden Arts,1.89,1.32,2024-06-30
227,1007,KEL017,event_opportunity,near_Hamilton Garden Arts,4.12,2.88,2024-06-30
228,1007,KEL018,event_opportunity,near_Hamilton Garden Arts,1.44,1.01,2024-06-30
229,1007,KEL019,event_opportunity,near_Hamilton Garden Arts,1.27,0.89,2024-06-30
230,1007,KEL020,promotion_execution,missing_display,0.0,0.0,2024-06-30
231,1007,KEL020,event_opportunity,near_Hamilton Garden Arts,0.0,0.0,2024-06-30
232,1008,KEL001,event_opportunity,near_Rotorua Marathon,5.33,3.73,2024-06-30
233,1008,KEL002,out_of_stock,product_oos,45.34,45.34,2024-06-30
234,1008,KEL002,event_opportunity,near_Rotorua Marathon,45.34,31.74,2024-06-30
235,1008,KEL003,event_opportunity,near_Rotorua Marathon,0.84,0.59,2024-06-30
236,1008,KEL004,event_opportunity,near_Rotorua Marathon,9.4,6.58,2024-06-30
237,1008,KEL005,shelf_compliance,low_shelf_facings,16.31,12.23,2024-06-30
238,1008,KEL005,promotion_execution,missing_display,16.31,13.86,2024-06-30
239,1008,KEL005,event_opportunity,near_Rotorua Marathon,16.31,11.42,2024-06-30
240,1008,KEL006,event_opportunity,near_Rotorua Marathon,3.41,2.39,2024-06-30
241,1008,KEL007,shelf_compliance,low_shelf_facings,1.36,1.02,2024-06-30
242,1008,KEL007,event_opportunity,near_Rotorua Marathon,1.36,0.95,2024-06-30
243,1008,KEL008,shelf_compliance,low_shelf_facings,13.78,10.33,2024-06-30
244,1008,KEL008,promotion_execution,missing_display,13.78,11.71,2024-06-30
245,1008,KEL008,event_opportunity,near_Rotorua Marathon,13.78,9.65,2024-06-30
246,1008,KEL009,event_opportunity,near_Rotorua Marathon,5.89,4.12,2024-06-30
247,1008,KEL010,promotion_execution,missing_display,1.66,1.41,2024-06-30
248,1008,KEL010,event_opportunity,near_Rotorua Marathon,1.66,1.16,2024-06-30
249,1008,KEL011,shelf_compliance,low_shelf_facings,9.06,6.79,2024-06-30
250,1008,KEL011,promotion_execution,missing_display,9.06,7.7,2024-06-30
251,1008,KEL011,event_opportunity,near_Rotorua Marathon,9.06,6.34,2024-06-30
252,1008,KEL012,shelf_compliance,low_shelf_facings,7.19,5.39,2024-06-30
253,1008,KEL012,event_opportunity,near_Rotorua Marathon,7.19,5.03,2024-06-30
254,1008,KEL013,event_opportunity,near_Rotorua Marathon,4.27,2.99,2024-06-30
255,1008,KEL014,promotion_execution,missing_display,4.98,4.23,2024-06-30
256,1008,KEL014,event_opportunity,near_Rotorua Marathon,4.98,3.49,2024-06-30
257,1008,KEL015,out_of_stock,product_oos,37.58,37.58,2024-06-30
258,1008,KEL015,shelf_compliance,low_shelf_facings,37.58,28.18,2024-06-30
259,1008,KEL015,event_opportunity,near_Rotorua Marathon,37.58,26.31,2024-06-30
260,1008,KEL016,out_of_stock,product_oos,38.93,38.93,2024-06-30
261,1008,KEL016,shelf_compliance,low_shelf_facings,38.93,29.2,2024-06-30
262,1008,KEL016,event_opportunity,near_Rotorua Marathon,38.93,27.25,2024-06-30
263,1008,KEL017,out_of_stock,product_oos,52.56,52.56,2024-06-30
264,1008,KEL017,event_opportunity,near_Rotorua Marathon,52.56,36.79,2024-06-30
265,1008,KEL018,event_opportunity,near_Rotorua Marathon,2.27,1.59,2024-06-30
266,1008,KEL019,shelf_compliance,low_shelf_facings,9.16,6.87,2024-06-30
267,1008,KEL019,promotion_execution,missing_display,9.16,7.79,2024-06-30
268,1008,KEL019,event_opportunity,near_Rotorua Marathon,9.16,6.41,2024-06-30
269,1008,KEL020,event_opportunity,near_Rotorua Marathon,0.0,0.0,2024-06-30
270,1009,KEL001,event_opportunity,near_Hamilton Garden Arts,0.22,0.15,2024-06-30
271,1009,KEL002,event_opportunity,near_Hamilton Garden Arts,4.37,3.06,2024-06-30
272,1009,KEL003,out_of_stock,product_oos,25.12,25.12,2024-06-30
273,1009,KEL003,shelf_compliance,low_shelf_facings,25.12,18.84,2024-06-30
274,1009,KEL003,promotion_execution,missing_display,25.12,21.35,2024-06-30
275,1009,KEL003,event_opportunity,near_Hamilton Garden Arts,25.12,17.58,2024-06-30
276,1009,KEL004,event_opportunity,near_Hamilton Garden Arts,0.0,0.0,2024-06-30
277,1009,KEL005,event_opportunity,near_Hamilton Garden Arts,5.71,4.0,2024-06-30
278,1009,KEL006,promotion_execution,missing_display,0.0,0.0,2024-06-30
279,1009,KEL006,event_opportunity,near_Hamilton Garden Arts,0.0,0.0,2024-06-30
280,1009,KEL007,shelf_compliance,low_shelf_facings,10.06,7.54,2024-06-30
281,1009,KEL007,promotion_execution,missing_display,10.06,8.55,2024-06-30
282,1009,KEL007,event_opportunity,near_Hamilton Garden Arts,10.06,7.04,2024-06-30
283,1009,KEL008,shelf_compliance,low_shelf_facings,4.37,3.28,2024-06-30
284,1009,KEL008,event_opportunity,near_Hamilton Garden Arts,4.37,3.06,2024-06-30
285,1009,KEL009,promotion_execution,missing_display,2.64,2.24,2024-06-30
286,1009,KEL009,event_opportunity,near_Hamilton Garden Arts,2.64,1.85,2024-06-30
287,1009,KEL010,promotion_execution,missing_display,3.73,3.17,2024-06-30
288,1009,KEL010,event_opportunity,near_Hamilton Garden Arts,3.73,2.61,2024-06-30
289,1009,KEL011,event_opportunity,near_Hamilton Garden Arts,0.77,0.54,2024-06-30
290,1009,KEL012,out_of_stock,product_oos,31.94,31.94,2024-06-30
291,1009,KEL012,event_opportunity,near_Hamilton Garden Arts,31.94,22.36,2024-06-30
292,1009,KEL013,out_of_stock,product_oos,31.12,31.12,2024-06-30
293,1009,KEL013,shelf_compliance,low_shelf_facings,31.12,23.34,2024-06-30
294,1009,KEL013,event_opportunity,near_Hamilton Garden Arts,31.12,21.78,2024-06-30
295,1009,KEL014,event_opportunity,near_Hamilton Garden Arts,5.07,3.55,2024-06-30
296,1009,KEL015,out_of_stock,product_oos,23.98,23.98,2024-06-30
297,1009,KEL015,shelf_compliance,low_shelf_facings,23.98,17.98,2024-06-30
298,1009,KEL015,promotion_execution,missing_display,23.98,20.38,2024-06-30
299,1009,KEL015,event_opportunity,near_Hamilton Garden Arts,23.98,16.79,2024-06-30
300,1009,KEL016,shelf_compliance,low_shelf_facings,13.96,10.47,2024-06-30
301,1009,KEL016,event_opportunity,near_Hamilton Garden Arts,13.96,9.77,2024-06-30
302,1009,KEL017,event_opportunity,near_Hamilton Garden Arts,9.65,6.75,2024-06-30
303,1009,KEL018,promotion_execution,missing_display,3.47,2.95,2024-06-30
304,1009,KEL018,event_opportunity,near_Hamilton Garden Arts,3.47,2.43,2024-06-30
305,1009,KEL019,event_opportunity,near_Hamilton Garden Arts,0.0,0.0,2024-06-30
306,1009,KEL020,event_opportunity,near_Hamilton Garden Arts,0.0,0.0,2024-06-30
307,1010,KEL001,event_opportunity,near_Homegrown Festival W,0.0,0.0,2024-06-30
308,1010,KEL002,promotion_execution,missing_display,9.1,7.73,2024-06-30
309,1010,KEL002,event_opportunity,near_Homegrown Festival W,9.1,6.37,2024-06-30
310,1010,KEL003,event_opportunity,near_Homegrown Festival W,0.0,0.0,2024-06-30
311,1010,KEL004,event_opportunity,near_Homegrown Festival W,7.31,5.12,2024-06-30
312,1010,KEL005,event_opportunity,near_Homegrown Festival W,9.72,6.8,2024-06-30
313,1010,KEL006,event_opportunity,near_Homegrown Festival W,0.0,0.0,2024-06-30
314,1010,KEL007,event_opportunity,near_Homegrown Festival W,0.0,0.0,2024-06-30
315,1010,KEL008,event_opportunity,near_Homegrown Festival W,1.32,0.92,2024-06-30
316,1010,KEL009,out_of_stock,product_oos,40.32,40.32,2024-06-30
317,1010,KEL009,shelf_compliance,low_shelf_facings,40.32,30.24,2024-06-30
318,1010,KEL009,promotion_execution,missing_display,40.32,34.27,2024-06-30
319,1010,KEL009,event_opportunity,near_Homegrown Festival W,40.32,28.22,2024-06-30
320,1010,KEL010,event_opportunity,near_Homegrown Festival W,1.48,1.04,2024-06-30
321,1010,KEL011,out_of_stock,product_oos,50.29,50.29,2024-06-30
322,1010,KEL011,shelf_compliance,low_shelf_facings,50.29,37.72,2024-06-30
323,1010,KEL011,event_opportunity,near_Homegrown Festival W,50.29,35.2,2024-06-30
324,1010,KEL012,event_opportunity,near_Homegrown Festival W,2.05,1.43,2024-06-30
325,1010,KEL013,event_opportunity,near_Homegrown Festival W,0.0,0.0,2024-06-30
326,1010,KEL014,promotion_execution,missing_display,8.94,7.6,2024-06-30
